BRCD_NO,PRDT_NM
8801007441658 ,백설진한참기름 500ML
8801007005836 ,CJ 진한참기름펌프형200ml
8801007024028 ,(씨제이)진한참기름기획350ML+200ML(P)
8801007441351 ,백설 진한참기름110ML
8801062412297 ,스위티
8801062115778 ,스위티
8801062267132 ,스위티
8801062116157 ,제로페파
8801062115099 ,덴티스트쥬시
8801062115150 ,무설탕후라보노/17g
8801062115372 ,미다모아
8801062115730 ,따따(포도맛)
8801062115914 ,제로스피아
8801062115853 ,후라보노트리플
8801062164912 ,브레인
8801062116058 ,브레인
8809053210112 ,현미녹차 75g
8809053210105 ,현미녹차 37.5G
8804294020827 ,자연주의 무농약 팥으로 만든 팥양갱 55g
8804294012624 ,현미쿠키100G
8808018520402 ,대한다업(주) 프라임엘100% 국내산 유기농 가루녹차 50G x 1EA
8809004034293 ,담양한과 아름 536g
8809004030417 ,다복
8809004036105 ,담양한과 다복 564g
8801990300116 ,(주)영진그린식품 미담꽃소금 미담꽃소금1KG 1000G x 1EA
8809298330101 ,[신안새우젓][신안어담함초새우젓][250g]
8809298330118 ,[신안새우젓][신안어담함초새우젓][500g]
8809298331009 ,[신안새우젓][신안어담함초새우젓 ][250g]
8809298331016 ,[신안새우젓][신안어담함초새우젓][500g]
8809363030097 ,다송모싯잎송편(거피)
8809173730057 ,block ice 봉투(벽돌얼음)
8809173730057 ,block ice 봉투(벽돌얼음)
8809173730002 ,ice block 봉투(빙수얼음)
8809173730002 ,ice block 봉투(빙수얼음)
8809173730026 ,부평냉동]칵테일얼음대3kg
8809173730026 ,부평냉동]칵테일얼음대3kg
8809173730033 ,수정얼음1.5kg봉투
8809173730033 ,수정얼음1.5kg봉투
8809173730019 ,수정얼음3.0kg 봉투
8809173730019 ,수정얼음3.0kg 봉투
8809011030219 ,"담양고을죽염간장 국산콩14%, 국산죽염18% 1.8L"
8808094335525 ,토종유자차 2KG
8809363030158 ,(소)모시개떡
8809363030080 ,다송모싯잎개떡 2
8809363030035 ,다송모시잎개떡
8804073168054 ,맛나라떡국 2KG
8804073168160 ,맛나랑쫄면 1KG
8804073168016 ,성지떡국 500G
8804073168030 ,맛나랑떡볶이 500G
8801007441375 ,백설 진한참기름320ML
8801007441160 ,백설 진한참기름 450ML
8801019310829 ,해태제과식품(주) 오예스24+6입 840G
8801019308598 ,해태 오예스4P 112G 112G x 24EA
8801019302503 ,(해태)오예스504G
8801019402135 ,오예스 336G
8801019402128 ,오예스 28G
8801019301599 ,오예스 18개입 504G
8801019301582 ,오예스 12개입 336G
8801019300493 ,오예스 504G
8801019304859 ,해태1800오예스
8809273978847 ,(주)제이제이푸드 더호두머핀
8801073181120 ,쇠고기덕용30입
8809002805840 ,무농약쵸코칩쿠키
8809135303718 ,(주)웰팜 올가 올가 사과 (코드확인)
8809009154330 ,롯데랑블루마운틴원두커피100g
8809009154354 ,롯데랑블루마운틴커피백12T
8809069966362 ,(주)에이뷰 맛있는 풍경 카레 김볶음
8809069966294 ,(주)에이뷰 맛있는 풍경 카레 김볶음 28G
8809185051164 ,하나식품 하나 돈까스소스1.8kg
8801045294094 ,3분 매운버섯덮밥소스 150g
8809146020024 ,열방식품 다시마김자반 500g
8809061408815 ,코호훈제연어포
8809135309413 ,(주)웰팜 자연원 스무디팜 생기넘치는 베리
8809198700516 ,땅콩두부
8801013178531 ,삼양사 큐원 플라워슈가 300g
8801117271404 ,(주)오리온 까메오 77G
8801117271503 ,(주)오리온 까메오 308G
8801117268701 ,(주)오리온 까메오 88G
8801117268817 ,(주)오리온 까메오 264G
8801117223601 ,오리온 까메오 2000
8807617070141 ,와이즐렉물만두 405*2
8807617070257 ,와이즐렉물만두 405*2
8804073168122 ,맛나랑냉면 1KG
8804073168658 ,맛나랑냉면 1KG
8804034851452 ,청매실캔디골드104g
8809296090106 ,해초미인 200g 2종 5입
8809296092025 ,해초미인123 227g*1
8809296091202 ,해초미인54 193g*1
8809296092032 ,해초미인다시마 170g*1
8809148741323 ,(유)수창물산 구운해초김 4.5g*8
8809374370298 ,바이오식품까까야 바나나맛봉
8809374370304 ,바이오식품까까야 자색옥수수코코넛맛봉
8809374370274 ,바이오식품까까야 치즈맛봉
8809374370281 ,바이오식품까까야 꼬소미봉
8809374370007 ,바이오식품까까야순수 맘마봉
8809374370083 ,바이오식품까까야순수 비타민베이비봉
8809374370014 ,바이오식품까까야순수 맘마볼
8809374370113 ,바이오식품까까야순수 적무새싹볼
8809374370212 ,바이오식품까까야순수 검은콩검은깨볼
8809223270069 ,에이원식품 초코강정 23g
8809283220042 ,사또마 허깨나무함유 말뼈엑기스환*2
8809283220035 ,사또마 말뼈엑기스환
8809283220059 ,사또마 허깨나무함유 말뼈액기스환
8809283220066 ,사또마 말뼈액기스환 *2
8809283220073 ,사또마 목이버섯100
8809127500651 ,도라지환160g
8809127500606 ,자연산 민들레즙 80ml*30팩
8809127500644 ,야생 감국차 20g
8809391960007 ,청송하늘아래 국화차
8802257066349 ,(주)대광에프앤지 천년의맛 포기김치 5000G x 1EA
8802257066288 ,(주)대광에프앤지 천년의맛 묵은지 850G x 1EA
8809185000708 ,김치볶음주먹밥
8809183080708 ,김치볶음주먹밥
8809185000470 ,고추장치킨주먹밥
8809185000933 ,TGL]삼각김밥고추장치킨주먹밥100g
8809183080470 ,고추장치킨주먹밥
8809374370205 ,바이오식품까까야순수 검은콩검은깨봉
8809160204059 ,옥이총각김치 5kg
8809160204042 ,옥이 총각김치 10kg
8809160205278 ,옥이 무말랭이 800g
8809223270038 ,에이원식품 토비 20개
8809394230107 ,번개얼큰떡국
8809394230046 ,번개얼큰떡국
8809280522071 ,미니과일캔디330g
8808375100040 ,평화)쌀떡800g
8808375300303 ,평화녹차냉면
8801870948582 ,유가 140G
8809194580945 ,쌀로만 종합캔디 500G
8809194582000 ,4kg 종합
8801870946489 ,종합캔디 600G
8809356850275 ,"통마늘지 (중국산,1kg)"
8809356850572 ,초화림 건강한 생깻잎무침 150g
8809356850220 ,"생깻잎무침(국내산,150g)"
8809356850176 ,"생깻잎무침(국내산,1kg)"
8809356850848 ,초화림 건강한 마늘종무침 1kg
8809356850718 ,초화림 건강한 마늘종무침 500g
8809356850480 ,초화림 건강한 마늘종무침 150g
8809356850466 ,초화림 마늘종무침 500g
8809356850114 ,"마늘종무침(중국산,1kg)"
8809356850183 ,"콩자반(1kg,중국산)"
8803318125050 ,유가 450G
8803318124039 ,호박엿280G
8809356850756 ,초화림 건강한 모듬피클 500g
8809356850541 ,초화림 건강한 모듬피클 150g
8809356850749 ,초화림 건강한 오이피클 500g
8809356850527 ,초화림 건강한 오이피클 150g
8809356850145 ,"오이지 슬라이스(중국산,1kg)"
8809356850008 ,"오이지슬라이스(국내산,1kg)"
8809356850312 ,"오이지무침 블루 (국내산,1kg)"
8809356850084 ,"초화림 장아찌(국내산,1kg)"
8809356850053 ,"초화림 장아찌(국내산,150g)"
8809356850381 ,"더덕무침 (중국산,1kg)"
8801117761103 ,(주)오리온 오징어땅콩 매콤M 98G
8801117761202 ,(주)오리온 오징어매콤XL
8801117743802 ,오리온 오징어땅콩매콤90G - VINYL
8801117713003 ,(오리온)오징어땅콩(매콤)102G
8801117744007 ,오리온_오징어땅콩매콤2500_190g
8801117713805 ,2000 오징어땅콩-매운맛 204G
8801117730802 ,오리온 투니스키즈6팩
8801117729905 ,오리온 투니스 믹스4팩
8801019305894 ,해태홈플러스 좋은상품_에이스부드러운맛_254G
8801019305894 ,해태홈플러스 좋은상품_에이스부드러운맛_254G
8801019303111 ,해태1000칼로리바란스녹차
8801019303111 ,해태1000칼로리바란스녹차
8801019306389 ,해태칼로리바란스녹차1500
8801019306389 ,해태칼로리바란스녹차1500
8801019510854 ,해태제과식품(주) 폴라포커피 120G x 1EA
8801019510854 ,해태제과식품(주) 폴라포커피 120G x 1EA
8801111611312 ,(주)크라운제과 콘&#52850; C콘&#52850; 79G x 1EA
8801111619332 ,크라운제과 C콘칩/죠리퐁 212g*6
8801111619356 ,크라운 C콘칩멀티5팩 120g*12
8801111610681 ,카라멜콘과땅콩
8801111614504 ,카땅
8801111611565 ,카라멜과땅콩
8801111183710 ,카땅2번들
8801111184359 ,카라멜콘땅콩
8801111183598 ,(주)크라운제과 카땅(공용)
8805957016461 ,올그루 물만두 1.35kg
8805957001474 ,지엠에프 올그루 물만두(국내용) 720gx8
8809082720422 ,고려홍삼절편 20G
8809082720415 ,고려홍삼절편 20G
8801117204709 ,오리온 통크C500
8809037840526 ,송림제과 (주)평창초콜릿 평창머루초코크런치 (중) 108G x 1EA
8809182930066 ,녹차과메기
8809182930011 ,녹차과메기
8809070172028 ,양파절임 150G
8809337700056 ,홍어무침
8809387050323 ,채일식품 편주네떡볶기스프(순한맛) 500g
8809387050026 ,채일식품 편주네떡볶이스프(순한맛) 200g
8809387050019 ,채일식품 편주네떡볶이스프(순한맛) 100G
8809387050231 ,채일식품 편주네떡볶이스프(매운맛) 4 kg
8809387050224 ,채일식품 편주네떡볶이스프(매운맛) 2 kg
8809387050217 ,채일식품 편주네떡볶이스프(매운맛) 1 kg
8809387050200 ,채일식품 편주네떡볶이스프(매운맛) 500g
8809387050194 ,채일식품 편주네떡볶기스프(매운맛) 300g
8809387050187 ,채일식품 편주네떡볶이스프(매운맛)200g
8809387050170 ,채일식품 편주네떡볶이스프(매운맛) 100g
8809387050163 ,채일식품 편주네떡볶이스프(매운맛) 50g
8809387050071 ,채일식품 편주네떡볶이스프(순한맛) 4kg
8809387050064 ,채일식품 편주네떡볶이스프(순한맛) 2kg
8809387050057 ,채일식품 편주네떡볶이스프(순한맛) 1kg
8809387050040 ,채일식품 편주네떡볶이스프(순한맛) 500g
8809387050033 ,채일식품 편주네떡볶이스프(순한맛) 300g
8809408780055 ,백세팔팔식품 양념소스(찌게.조림.매운탕) 500G x 1EA
8809408780055 ,백세팔팔식품 양념소스(찌게.조림.매운탕) 500G x 1EA
8809363030165 ,(소)모시인절미
8809290492074 ,꾀꼬리목환150g
8809290492050 ,한아백수오환150g
8809271410073 ,해씨
8809382000088 ,대통푸드 보리국수 1kg
8809382000040 ,대통푸드 보리국수 400g
8809382000071 ,대통푸드 밤칼국수(현미) 1kg
8809382000033 ,대통푸드 밤칼국수(현미) 400g
8801068021462 ,삼립)신선가득블루베리크림치즈90g
8801068021493 ,삼립)신선가득밀크요거트90g
8801068021479 ,삼립)신선가득찰떡단팥90g
8801094762209 ,쿠우 350ML
8801094723033 ,쿠우200ML*6`S
8801094322847 ,미닛메이드
8801094313029 ,후레시믹스3켄 오렌지2+사과리치1
8801094331955 ,코카콜라 미닛메이드 프리미엄 토마토 플러스 180ml  x 12EA
8801094332402 ,미닛메이드 토마토 플러스 1.5L
8801094332204 ,미닛메이드 토마토 플러스 350ml
8801056016494 ,오늘의차 캔
8801056016371 ,롯데]오늘의차180ml캔
8801056016227 ,오늘의차 보리차캔3본
8801056021429 ,롯데오늘의차보리370ml아셉틱펫
8801056015541 ,롯데오늘의차보리차175㎖캔
8801056014667 ,오늘의차(보리)
8801056051860 ,롯데칠성음료 칸타타카라멜마키아토 175G x 1EA
8801007032351 ,백설 진한 참기름 1.5L
8801007440811 ,백설진한참기름350ML
8801007096391 ,백설 돈까스소스 2.1kg
8809344490070 ,굴비마을 영광법성포굴비 고추장굴비6호
8809099530021 ,매실원
8809099537013 ,매실고추장
8801037022322 ,"맥심모카골드마일드커피믹스 스틱형, (12G*50포) 600G"
8801037050257 ,동서식품(주)  맥심  맥심모카골드 마일드 2280G x 1EA
8809013354962 ,고려홍삼절편삼 240g
8809013355488 ,6년근 고려홍삼 절편삼
8808041100787 ,홍삼수정과
8809188223667 ,초코속치즈크림케익
8809161130401 ,양파쌀과자160g
8809026381511 ,동강 마환 마분말62% 100G
8809026381658 ,동강마환 150g
8801045969176 ,주식회사 오뚜기 골드마요네스 스파우트팩 3.2kg
8801045969183 ,주식회사 오뚜기 골드마요네스 스텐딩파우치 3.2kg
8801045146089 ,오뚜기 골드마요네스 10g*8개
8801068090826 ,(주)삼립식품 삼립호빵 알찬단팥 1080G x 12EA
8801068090512 ,(주)삼립식품 삼립호빵 알찬단팥 540G
8801068090550 ,(주)삼립식품 삼립호빵 알찬단팥 720G
8803217002742 ,와이즐렉 단호박.마차 510g(17g*30포)
8803217002735 ,와이즐렉 단호박.마차255g(17g*15포)
8809260640023 ,흑미쿠키
8809159981121 ,짬뽕라면밥2
8809322140133 ,[강산농원영농조합법인][강산천년초][1][기타발효음료][375ml]
8809322140089 ,[강산농원영농조합법인][강산천년초][1][기타발효음료][1000ml]
8804751420030 ,씨즈카페)씨즈라떼파우치20g
8809352956292 ,헛개열매골드_FREE
8809352956247 ,헛개열매골드
8802052000296 ,아름찬갓김치
8802052000203 ,아름찬 갓김치 500G
8801606130274 ,파클링스파이스 450G
8801037020991 ,맥심모카골드마일드커피믹스 (12G*60S) 720G
8801037028720 ,동서식품 맥심모카골드마일드리필500G - FOIL BAG
8801037042825 ,동서식품 맥심 모카골드 마일드 90g
8801037013665 ,맥심모카골드마일드뉴155G
8801037018073 ,맥심리치 W/모카골드마일드20G 175G
8801037018103 ,맥심모카골드마일드 20G
8801037018066 ,맥심모카골드마일드 175G
8801037013672 ,맥심모카골드마일드 W/냉장고정리함무료증정 300G
8801037017663 ,맥심모카골드마일드 550G
8801037042795 ,동서식품 맥심 모카골드 마일드 18g
8801037019599 ,맥심모카골드마일드 125G
8801037014983 ,맥심모카골드마일드 모카.부드러운맛 500G
8801037016093 ,맥심모카골드마일드 W/머그잔증정 170G
8802128783528 ,(주)해우촌 우리아이 성장 칼슘김 18G
8802128783535 ,(주)해우촌 우리아이 성장 칼슘김 18G x 5EA
8802128783542 ,(주)해우촌 우리아이 성장 칼슘김 4.5G
8802128783559 ,(주)해우촌 우리아이 성장 칼슘김 4.5G x 9EA
8807617070189 ,와이즐렉군만두 420*2
8809203072294 ,홍삼을품은산수유 단상자(5포입)
8809203072287 ,홍삼을품은산수유50ml포
8809203072270 ,홍삼을품은백수오 단상자(5포입)
8809203072263 ,홍삼을품은백수오 50ml포
8809060070099 ,삼계탕재료
8809400480038 ,부각300g
8809400480021 ,부각100g
8809400480014 ,부각15
8809400480007 ,부각12개
8809098140030 ,김부각
8809132270051 ,대바구니(大)
8809129731015 ,담두고기손만두
8809129731152 ,담두김치손만두
8809129731145 ,담두김치손만두
8809129731022 ,김치손만두(남부)
8809020590049 ,초가집누룽지
8809050762171 ,바른길 고향오곡누룽지 160g
8803612000176 ,엿기름가루 400G
8803612000183 ,전원식품 들깨가루 들깨가루300G 300G x 1EA
8803612202204 ,전원들깨가루150
8809057817034 ,고려홍삼정과 300G
8801043400633 ,농심클찰밥250G
8801043400619 ,(농심)라밥130G
8801043808101 ,생생우동면12개입
8809070970051 ,팔도소설곰탕
8809070970051 ,팔도소설곰탕
8809070970068 ,팔도식품 소갈비우거지탕600G - FOIL BAG
8809070970068 ,팔도식품 소갈비우거지탕600G - FOIL BAG
8809070970044 ,팔도설렁탕
8809070970044 ,팔도설렁탕
8801117772901 ,오리온 포카칩스윗치즈 60G
8809026501018 ,orbit 요거트젤리 딸기맛 230g*3ea
8809026500974 ,ORBIT 딸기 요거트젤리
8809026501001 ,orbit 요거트젤리 복숭아맛 230g*3ea
8809026500950 ,ORBIT 복숭아 요거트젤리
8809026500998 ,orbit 요거트젤리 망고맛 230g*3ea
8809026500967 ,ORBIT 망고 요거트젤리
8801364200295 ,삼오 칡냉면 880g
8801364300261 ,삼오 칡냉면 2kg
8801364200424 ,칡냉면 소맥분81% 칡분말5% 1200G
8801364300414 ,쟁반국수 1kg
8801364100052 ,삼오 쟁반국수 880g
8801364100632 ,치즈쌀떡볶이 512G
8801871380039 ,유안땅콩차 1KG
8801871200016 ,유안 호두아몬드율무차
8809369420809 ,돈까스삼각김밥
8809369420014 ,닭갈비와 모듬튀김도시락 2편
8809369420007 ,닭갈비와 모듬튀김도시락 1편
8809079416109 ,삼치(모듬/녹차숙성)350g
8809079416086 ,삼치모듬600g
8809125320596 ,매운제육
8809125320558 ,제육볶음&누들
8809125320565 ,매콤한제육볶음&누들
8809125320169 ,소문난돈편육
8809125320268 ,일오 돈편육
8809125320541 ,소문난돈편육(B)
8809125320138 ,돈편육
8809125320039 ,눌린머릿고기(돈편육)
8809379940038 ,고운맛식품 고운맛식품 달콤한육회소스 100G x 1EA
8809379940021 ,고운맛식품달콤한육회소스1kg
8809383541030 ,아몬드머핀 150g
8809383541054 ,옥수수 소프트콘 90g
8809050762188 ,그린누룽지 160g
8809050762201 ,유기농참쌀누룽지 160g
8809050762195 ,유기농오곡누룽지 160g
8804959333200 ,고려인삼차  150G
8804959333156 ,고려인삼차 300G
8804959333231 ,고려 인삼차 200G
8804959333255 ,고려인삼차  75G
8809228150045 ,한국삼 명품순홍삼골드 80ml*60포
8801335923505 ,치자플러스 김밥용 350G
8801335204017 ,치자플러스 450G
8801335204000 ,치자플러스 반절 300G
8801335201023 ,치자플러스 280G
8801335933009 ,치자플러스반절 300G
8801335201016 ,치자맛단무지 1000G
8801870946625 ,디저트 종합캔디 1000G
8801870946694 ,종합캔디300G
8805856101152 ,검은콩건빵120*3
8809002590067 ,땅콩캬라멜 750G
8801767631979 ,녹차원 티플향긋한복숭아액상차 10T
8809204237104 ,토골미 참기름
8809204235513 ,토골미 가래떡
8809204235506 ,토골미 가래떡
8809273560622 ,옹골찬동광 톳진미채 150g
8809273560646 ,옹골찬동광 햇깻잎살라미 200g
8809273560363 ,옹골찬동광 파래김황태채
8809273560639 ,옹골찬동광 파래김황태채 120g
8809273560561 ,옹골찬동광 들깨소스곤드레나물 200g
8801980155139 ,김맛꼬마전병 80g
8809194580907 ,쌀로만 땅콩카라멜골드 500G
8801870947714 ,땅콩캬라멜 땅콩20% 400G
8809194580952 ,쌀로만 홍삼제리 500G
8809372520039 ,(주)디엔제이식품 야미미니족발 350g
8809255521610 ,훈제연어 슬라이스 180g
8809255521603 ,훈제연어 슬라이스 160g
8809383540002 ,고구마냉동피자 80g
8809383540019 ,고구마냉동피자 120g
8809053310539 ,산매실식초 800ml
8809245290113 ,족발(장족)중-2
8809245290106 ,족발(장족)대-2
8809359740047 ,ASA더치커피750ml 1호
8809359740030 ,ASA더치커피500ml 1호
8809359740023 ,에이에스에이판매더치커피200ml
8809359740061 ,더치커피70ml
8809135860280 ,청화고추가루
8809135860952 ,찹쌀가루(청화)1kg
8809135860761 ,청화들깨가루1kg
8809135860730 ,들깨가루(중국산)
8809135861515 ,국내산엿기름
8809135550211 ,글러브빵
8809135860594 ,청화볶음깨200g.바다
8809135861164 ,볶음깨 바다
8809135860501 ,볶은깨500g바다
8809135860624 ,볶은깨230g
8809313370082 ,함초뻥
8809125320251 ,일오 소문난맛족발
8809125320503 ,그린-알찬미니족발(400g)
8809125320121 ,알찬미니족발(400g)
8809125320046 ,알찬미니족발(500g)
8809125320442 ,보쌈용왕족(국내산)
8809125320367 ,보쌈왕족-한스
8809125320022 ,보쌈용왕족
8809125320527 ,신선미족발
8809125320497 ,그린-무등산왕족발(300g)
8809125320459 ,무등산왕족발(500g)
8809383541016 ,초코머핀 150g
8809255524444 ,오터스 훈제연어 200g 냉동
8809255520880 ,오터스 훈제연어 200g 냉장
8801056907013 ,펩시 라이트 250ML
8801056537012 ,펩시 라이트 500ML
8801056025878 ,행복오렌지2.0펫+행복오렌지2.0펫
8801056005504 ,행복찾기(오)1.5L
8801056070366 ,롯데칠성음료(주) 행복찾기 오렌지 1800G x 1EA
8801056638016 ,델몬트포도1.5
8801056046873 ,롯데칠성음료 델몬트포도300펫  x 1EA
8801056002923 ,(롯데)델몬트포도2L
8801056028428 ,델몬트포도500펫
8801056013622 ,웰빙후르츠 포도1.5펫
8801056015664 ,롯데에버그린오렌지1.5펫
8801056020897 ,따봉플러스오렌지1.5+포도1.5기획
8802711188211 ,빚은식혜
8809251571008 ,청삼영농조합법인 천년숨결 홍삼천 4200G x 1EA
8809251570025 ,청삼영농조합법인 천년숨결 홍삼정 100G x 1EA
8809251570018 ,청삼영농조합법인 천년숨결 홍삼정 240G x 1EA
8809251571121 ,청삼영농조합법인 천년숨결 무럭무럭자라라 800G x 1EA
8809251571107 ,청삼영농조합법인 천년숨결 무럭무럭자라라 200G x 1EA
8809259350186 ,청명 감잎차 300g
8809102251103 ,다시 노모도 1kg
8809393350011 ,상하식품 명이절임 2개 400g
8809393350028 ,상하식품 명이절임 24개 400g
8809393350004 ,상하식품 명이절임 400g
8809393350059 ,상하식품 진명이 24개 300g
8809393350042 ,상하식품 진명이 1kg
8809393350035 ,진명이
8809189717011 ,명이절임
8809420250000 ,웰컴울릉 자연산 명이절임 500g
8809420250017 ,웰컴울릉 자연산 명이절임 1kg
8809336770036 ,명이 간장절임 400g
8809336770043 ,부지갱이 간장절임 400g
8809358400010 ,라미쉘(주)치즈베이글205g
8801016335917 ,딸기건포도빵
8801016334699 ,쵸코칩소보루팡500
8801016334804 ,딸기쿠키쨈빵
8801016334798 ,샤니딸기빵
8801016328421 ,딸기빵
8801016335023 ,샤니  쌀식빵
8801016334781 ,딸기크림샌드500
8801016337232 ,딸기크림샌드
8801016319139 ,샤니)딸기크림샌드500
8801016319092 ,소보루카스테라 75G
8801016335184 ,샤니)쵸코아몬드케익
8801016334941 ,흑깨호떡
8802466008321 ,하늘샘 흑석류 80ml파우치20입 인박스 바코드번호
8801767900426 ,녹차원_메밀녹차
8801767900419 ,녹차원_결명녹차
8809373321215 ,대복 쑥 찹쌀떡
8809373321239 ,대복 착한 쑥찹쌀떡
8809373323011 ,대복 딸기 찹쌀떡
8809373322304 ,딸기부쉐덕용
8809373322106 ,딸기부쉐
8809373322403 ,쵸코부쉐덕용
8809373322205 ,쵸코부쉐
8809373321130 ,대복 명품 찹쌀떡
8809373321338 ,대복 명품 쑥 찹쌀떡
8805477140028 ,합천된장 전통 3KG
8805477140011 ,합천 된장 전통 14KG
8805477000216 ,합천된장 900G
8805477002470 ,합천 콩막장 전통 950G
8805477000346 ,합천 콩막장 전통 3KG
8805477000223 ,합천 콩막장 전통 14KG
8805477000230 ,합천고추장 전통 950G
8805477000339 ,합천고추장 전통 3KG
8805477140035 ,합천 고추장 전통 14KG
8805477006133 ,합천 찌개쌈장 전통 3KG
8805477006126 ,합천 찌개쌈장 전통 900G
8805073518078 ,홈플러스알뜰참기름 1.8L
8805073518191 ,홈플러스좋은상품참기름 75㎖
8809085720030 ,석류한가득
8809085720023 ,블루베리한가득
8809085720054 ,흑마늘한가득
8809085720047 ,흑도라지한가득
8805918006463 ,(주)대산인터내셔널 초이스엘 모둠스낵안주 120G x 1EA
8807999052056 ,"초코팥빙수세트 밤팥빙수, 초코시럽, 빙수떡 1800G"
8807999021014 ,팥밤빙수 450G
8809056194365 ,나래식품(주) 다채원 깔끔찐만두 180g
8809056194563 ,나래식품(주) 산동실속물만두 1350g
8809056194549 ,나래식품(주) 산동실속동군만두 1400
8809389100026 ,시금치쌀과자
8809389100057 ,고구마 쌀과자
8809389100187 ,고구마 쌀과자(스테비아 첨가)
8801052104010 ,미원130g(대상)
8801052101040 ,미원 3KG
8801052110349 ,감칠맛나는미원
8801052745602 ,감칠맛미원700gX2ea
8801052103518 ,감칠맛나는미원 75G
8801052723129 ,감칠맛나는미원 2KG
8801052103440 ,감칠맛 나는 미원 350G
8801052103426 ,감칠맛나는미원 130G
8801052103419 ,감칠맛나는미원 감칠맛 250G
8801052103457 ,감칠맛나는미원 500G
8801052103495 ,대상 감칠맛나는미원 2KG
8801052103464 ,감칠맛나는 미원 700G
8809320100443 ,홍암유기맥아소
8809320100412 ,농업회사법인제주홍암가(주) 홍암유기맥아소 4G x 100EA
8809320100382 ,농업회사법인제주홍암가(주) 홍암현미참살이 400G x 1EA
8809320100436 ,농업회사법인제주홍암가(주) 홍암현미참살이 4G x 100EA
8809320101037 ,농업회사법인제주홍암가(주) 홍암현미참살이 400G x 1EA
8809023001160 ,(주)한국인삼공사 굿베이스 홍삼담은 자연 흑마늘 500G
8809023000767 ,(주)한국인삼공사 굿베이스 홍삼담은 자연 흑마늘
8802677103051 ,오천쥐치포(태국)160G*2봉
8802677100821 ,오천산업 쥐치포200G - VINYL
8802677101637 ,오천 쥐치포20마리180G
8802677102160 ,오천 국산쥐치포150G
8809075660230 ,쥐눈이 식초콩가루차 500g
8809075660025 ,검은콩청국장 85g
8806371300969 ,푸르밀애플드링크4입
8801123100842 ,멸균  애플 드링크 200㎖*24
8805957016706 ,올그루 손만두 540g  x 12 박스
8805957016430 ,올그루 손만두 1.4kg
8805957016591 ,올그루 손만두 540g
8805957001627 ,지엠에프 올그루 손만두(홍콩) 390gx15
8805957016713 ,올그루 군만두 540g  x 12 박스
8805957016478 ,올그루 군만두 1.4kg
8805957016607 ,올그루 군만두 540g
8805957001467 ,지엠에프 올그루 왕만두(국내용) 700gx8
8805957001610 ,지엠에프 올그루 왕만두(홍콩) 350gx15
8805957016447 ,올그루 김치손만두 1.4kg
8805957016454 ,올그루 교자만두 1.35kg
8805957001603 ,지엠에프 올그루 교자만두(홍콩) 380gx15
8809111090342 ,마이산머루주375*4
8809365980260 ,그린남도반찬낙지젓10kg
8809365980291 ,그린남도반찬밴뎅이젓(통밴)10kg
8809365980727 ,그린남도반찬아가미젓8kg
8809365980284 ,그린남도반찬아가미젓10kg
8809365980765 ,그린남도반찬꼴뚜기젓8kg
8809365980277 ,그린남도반찬꼴뚜기젓10kg
8809365980697 ,그린남도반찬창란젓8kg
8809365980710 ,그린남도반찬A창란젓10kg
8809365980246 ,그린남도반찬창란젓10kg
8804294013904 ,우리밀감자자장라면BOX
8803368104937 ,꿈엔들배즙파우치120ml
8803368102704 ,복분자즙120ML
8809334529001 ,유기농포기김치10kg
8809334529094 ,유기농포기김치9kg
8809334529087 ,유기농포기김치8kg
8809334529070 ,유기농포기김치7kg
8801121755969 ,매일유업 맘마밀 보글보글 표고버섯 소고기 영양쌀죽 12개월부터 80G x 1EA
8801043807029 ,칩포테토매콤한맛(지퍼)
8801043102650 ,(농심)칩포테토(하니맛)70G
8801043005104 ,농심_칩포테토매콤한맛멀티팩_168G
8809319810940 ,이화제과녹차캔디2.5kg(중국수출)
8809328800000 ,우리밀초코.수제와플
8801068025613 ,삼립)추억의땅콩소보루280g
8801068025590 ,삼립)추억의크림빵280g
8801068110579 ,삼립더블소프트식빵
8801068116052 ,더블소프트식빵
8801068025606 ,삼립)추억의단팥빵280g
8801068131512 ,삼립 추억의단팥빵240G
8801068087093 ,(주)삼립식품 담백미찰옥수수
8801068074192 ,㈜삼립식품 파티니)피넛크림빵
8801068025323 ,잉글리쉬머핀치킨마요
8801068074321 ,㈜삼립식품 파)사이좋은상콤패스츄리
8809080470152 ,개나리콘-창희
880106811135 ,삼립 밀크샌드
8801068111354 ,"밀크샌드 소맥분79%, 우유0.4% 95G"
8801068020502 ,삼립]소프트콘45g/600
8801068026917 ,삼립)옛날단팥도넛180g
8801068082449 ,샤니 토스트식빵
8809144750961 ,메밀국수450
8809211003327 ,찹쌀호떡믹스 101
8809211003327 ,찹쌀호떡믹스 101
8803775500995 ,스마트이팅1/2나트륨양조간장1L
8803775500988 ,스마트이팅1/2나트륨양조간장500ml
8808468000127 ,마늘짱아찌
8801056333010 ,델몬트 무가당 오렌지쥬스100 오렌지과즙100% 180ML
8801056005757 ,2%석류500ML
8801056005771 ,2%석류1.5L
8801056005733 ,2%석류250ML(캔)
8801056005399 ,비타파워
8801056007157 ,롯데칠성음료 비타파워210
8801056006563 ,(P)비타파워 210ML*10*2
8801056005221 ,롯데칠성음료 비타파워100ML*10 - BOTTLE
8802785104278 ,천호식품민들레와엉겅퀴1통(180g)
8801767333880 ,녹차원_찬물에서도풍부한맛유기농녹차_40T기획(2+1)
